== sr
panel.wallet.bonusesSpent_few	Бонуси ({{count}} поена)
panel.wallet.bonusesSpent_other	Бонуси ({{count}} поена)
panel.wallet.total	Укупно
panel.wallet.cash	Готовина
panel.wallet.card	Картица
panel.wallet.cardStripe	Плаћања картицом пролазе преко Stripe странице и стижу директно на рачун студија. Подесите их у Финансије → Онлајн плаћања.
panel.wallet.offlineLocked	Плаћања готовином доступна су на Combo и вишим пакетима
panel.wallet.payByCard	Плати картицом
panel.wallet.confirmPay	Потврди плаћање
panel.wallet.confirmPayCovered	Потврди (већ плаћено)
panel.wallet.confirmTitle	Потврдити примљену уплату?
panel.wallet.confirmMessage	Ово ће забележити приход од {{amount}} и доделити производ клијенту.
panel.wallet.confirmMessageCard	Отвориће се Stripe образац за плаћање од {{amount}}. Производ се додељује, а приход бележи након успешне уплате.
panel.wallet.payToStudio	Уплата стиже на рачун студија
panel.wallet.payConfirming	Провера плаћања…
panel.wallet.close	Затвори
panel.wallet.confirmMessageCovered	Плаћање је у потпуности покривено депозитом или сертификатом. Производ ће бити додељен клијенту.
panel.wallet.paySuccess	Плаћање је забележено
panel.wallet.payCancelled	Плаћање је отказано — ништа није наплаћено
panel.wallet.payNotCompleted	Stripe још није потврдио плаћање. Ако је картица терећена, освежите за минут.
panel.wallet.payNotApplied	Картица је терећена, али продаја није могла бити забележена: услови су се променили (сертификат, промотивни код или пакет). Забележите продају ручно или извршите повраћај у Stripe-у.
panel.wallet.transfer	Пренеси
panel.wallet.transferTitle	Пренеси претплату
panel.wallet.transferSearchLabel	Пренеси на
panel.wallet.transferSearchPlaceholder	Име или телефон клијента
panel.wallet.transferSelectPlaceholder	Изабери клијента
panel.wallet.transferConfirm	Пренеси
panel.wallet.transferSuccess	Претплата је пренесена
panel.offers.title	Лични попуст
panel.offers.empty	Нема активних попуста
panel.offers.grant	Додели попуст
panel.offers.cancel	Откажи
panel.offers.valuePercent	{{value}}%
panel.offers.valueAmount	{{value}} ₽
panel.offers.untilDate	до {{date}}
panel.offers.noExpiry	без истека
panel.offers.scopeRenewal	за обнову
panel.offers.grantTitle	Додели лични попуст
panel.offers.grantValue	Величина попуста
panel.offers.grantType.percent	Проценат (%)
panel.offers.grantType.amount	Износ (₽)
panel.offers.grantValidUntil	Важи до
panel.offers.grantSubmit	Додели
panel.offers.cancelConfirmTitle	Отказати попуст?
panel.offers.cancelConfirmMessage	Клијент више неће моћи да користи ову понуду.
panel.offers.toasts.granted	Попуст је додељен
panel.offers.toasts.cancelled	Попуст је отказан
panel.offers.toasts.loadFailed	Учитавање попуста није успело
panel.activity.compactTitle	Активност (3 мес.)
panel.activity.clickForDetails	Кликните за детаље
panel.activity.detailedTitle	Детаљна активност
panel.activity.periods.month3	3 мес.
panel.activity.periods.month6	6 мес.
panel.activity.visitsInPeriod	Посете у периоду
panel.activity.visitsTooltip_one	{{count}} посета
panel.activity.visitsTooltip_few	{{count}} посете
panel.activity.visitsTooltip_other	{{count}} посета
panel.activity.emptyState	Нема посета у овом периоду
panel.activity.insightTitle	Просечна посећеност
panel.activity.insightBody	У просеку {{avg}} посета месечно у изабраном периоду.
panel.activity.months.jan	јан
panel.activity.months.feb	феб
panel.activity.months.mar	мар
panel.activity.months.apr	апр
panel.activity.months.may	мај
panel.activity.months.jun	јун
panel.activity.months.jul	јул
panel.activity.months.aug	авг
panel.activity.months.sep	сеп
panel.activity.months.oct	окт
panel.activity.months.nov	нов
panel.activity.months.dec	дец
panel.tags.title	Ознаке
panel.tags.add	Додај
panel.tags.close	Затвори
panel.tags.customPlaceholder	Прилагођена ознака + Enter…
panel.danger.freeze	Замрзни
panel.danger.unfreeze	Одмрзни
panel.danger.freezeDisabledHint	Замрзавање је искључено у Каталог → подешавања претплата
panel.danger.delete	Обриши
panel.events.filterTabs.all	Сви
panel.events.filterTabs.payment	Плаћања
panel.events.filterTabs.visit	Посете
panel.events.filterTabs.booking	Резервације
panel.events.filterTabs.cancel	Отказивања
panel.events.filterTabs.bonus	Бонуси
panel.events.filterTabs.freeze	Замрзавања
panel.events.empty	Нема догађаја
panel.notes.title	Белешке администратора
panel.notes.prefix	Белешка · {{date}}
panel.notes.save	Сачувај
panel.notes.cancel	Откажи
panel.notes.addPlaceholder	Унесите белешку…
panel.notes.add	Додај белешку
panel.notes.justNow	управо сада
panel.notes.deleteTitle	Обрисати белешку?
panel.notes.deleteMessage	Ова белешка не може бити враћена.
panel.bookingPanel.title	Брза резервација
panel.bookingPanel.today	Данас
panel.bookingPanel.noLessons	Нема термина овог дана
panel.bookingPanel.full	Нема слободних места
panel.bookingPanel.confirm	Резервиши →
panel.bookingPanel.noSubscription	Клијент нема претплату доступну за резервацију
panel.bookingPanel.individual	Индивидуална услуга
panel.bonusPanel.title	Додели бонус
panel.toasts.noPhone	Клијент нема број телефона
panel.toasts.copied	Успешно копирано
panel.toasts.bookingCreated	Резервација је направљена
panel.toasts.bookingFailed	Резервација није успела
panel.toasts.bonusFailed	Додела поена није успела
panel.toasts.bonusApplied	Бонус је додељен: {{label}}
panel.toasts.clientAdded	Клијент је додат
panel.bonusOptions.p200.label	+200 поена
panel.bonusOptions.p200.description	Додај на стање лојалности
panel.bonusOptions.p500.label	+500 поена
panel.bonusOptions.p500.description	Додај на стање лојалности
panel.bonusOptions.p1000.label	+1000 поена
panel.bonusOptions.p1000.description	Додај на стање лојалности
tags.suggested.0	Пробни
tags.suggested.1	VIP
tags.suggested.2	Препорука
tags.suggested.3	Онлајн
tags.suggested.4	Група
tags.suggested.5	Лично
addModal.title	Нови клијент
addModal.cancel	Откажи
addModal.back	← Назад
addModal.continue	Настави →
addModal.submit	Додај клијента ✓
addModal.stepCounter	Корак {{current}} од {{total}}
addModal.trustSignal	Подаци су заштићени и видљиви само администраторима
addModal.steps.1.title	Лични подаци
addModal.steps.1.sub	Унесите контакт податке клијента
addModal.steps.2.title	Подаци профила
addModal.steps.2.sub	Додатне информације (опционо)
addModal.steps.3.title	Претплата
addModal.steps.3.sub	Изаберите врсту претплате и додајте белешку
addModal.steps.4.title	Све је спремно!
addModal.steps.4.sub	Прегледајте податке и додајте клијента
addModal.step1.previewLabel	Нови клијент · Преглед
addModal.step1.name	Име и презиме *
addModal.step1.namePlaceholder	Милан Јовановић
addModal.step1.phone	Телефон
addModal.step1.phonePlaceholder	+381 60 000 0000
addModal.step1.email	Имејл
addModal.step1.emailPlaceholder	klijent@primer.rs
addModal.step2.bday	Датум рођења
addModal.step2.bdayPlaceholder	12. април 1990.
addModal.step2.city	Град
addModal.step2.cityPlaceholder	Београд
addModal.step2.tags	Ознаке
addModal.step2.tagsPlaceholder	Пилатес, VIP, рехабилитација… (Enter)
addModal.step2.tagsHint	Притисните Enter да додате ознаку
addModal.step2.inviteCode	Позивни код препоручиоца
addModal.step2.inviteCodePlaceholder	Опционо
addModal.step2.inviteCodeHint	Ако је унет, обоје добијате бонус
addModal.step3.classCount	Претплата
addModal.step3.classesUnit	термина
addModal.step3.classesCount_one	{{count}} термин
addModal.step3.classesCount_few	{{count}} термина
addModal.step3.classesCount_other	{{count}} термина
addModal.step3.selected	Изабрано
addModal.step3.noPackage	Без претплате
addModal.step3.noPackages	Овај студио још нема пакете претплате
addModal.step3.noPackagesLink	Направи пакете у Каталогу →
addModal.step3.alreadyPaid	Да ли је клијент већ платио ову претплату?
addModal.step3.yes	Да
addModal.step3.no	Не
addModal.step3.note	Белешка
addModal.step3.notePlaceholder	Посебни захтеви, контраиндикације, преференције…
addModal.step4.readyTitle	Подаци су попуњени!
addModal.step4.readySub	Прегледајте податке и потврдите додавање
addModal.step4.newClient	Нови клијент
addModal.step4.fields.phone	Телефон
addModal.step4.fields.email	Имејл
addModal.step4.fields.bday	Датум рођења
addModal.step4.fields.city	Град
addModal.step4.fields.subscription	Претплата
addModal.step4.fields.tags	Ознаке
addModal.step4.subscriptionValue_one	{{count}} термин
addModal.step4.subscriptionValue_few	{{count}} термина
addModal.step4.subscriptionValue_other	{{count}} термина
addModal.step4.smsTitle	Пошаљи SMS добродошлице
addModal.step4.smsSub	Клијент ће примити поруку с позивницом
addModal.errors.name	Унесите име (најмање 2 знака)
addModal.errors.phone	Неисправан број телефона
addModal.errors.email	Неисправан имејл
addModal.errors.city	Унесите град
deleteModal.title	Обрисати клијента?
deleteModal.body	Управо ћете обрисати клијента
deleteModal.warning	Ова радња не може бити поништена.
deleteModal.cancel	Откажи
deleteModal.confirm	Обриши
deleteModal.success	Клијент је обрисан
