== ro
modules.items.dashboard.desc	Venituri, clienți activi, programări și fidelitatea clienților — cu tendințe
modules.items.journal.title	Program
modules.items.journal.desc	Grilă zilnică pe antrenor și sală, trageți pentru reprogramare
modules.items.clients.title	Clienți
modules.items.clients.desc	Profil, abonamente, puncte, istoric, note, etichete
modules.items.staff.title	Echipă
modules.items.staff.desc	Profiluri, indicatori, program de lucru, alocări de săli
modules.items.catalog.title	Catalog
modules.items.catalog.desc	Locații, săli cu culoare și capacitate, servicii ale studioului
modules.items.booking.title	Programări online
modules.items.booking.desc	Widget, Telegram, WhatsApp, Instagram și reguli de programare
modules.items.finance.title	Finanțe
modules.items.finance.desc	Conturi, tranzacții, contrapartide, documente, obiective, salarii
modules.items.notify.title	Notificări
modules.items.notify.desc	Telegram, email, WhatsApp și matrice eveniment × canal
modules.items.loyalty.title	Fidelizare
modules.items.loyalty.desc	Carduri, reduceri, carduri cadou, abonamente, recomandări
modules.items.ai.title	Velora AI
modules.items.ai.desc	Un asistent pentru afacere și agenți pentru clienții dvs.
modules.items.reports.title	Rapoarte
modules.items.reports.desc	După vânzări, antrenori și servicii — cu export
modules.items.miniapp.title	Aplicație client
modules.items.miniapp.desc	Contul personal al clientului: programări, abonamente, puncte
modules.items.multistudio.title	Mai multe studiouri
modules.items.multistudio.desc	Mai multe studiouri într-un cont, schimbați oricând
modules.items.roles.title	Roluri și acces
modules.items.roles.desc	Proprietar, administrator, antrenor — în interfață și pe server
modules.items.settings.title	Setări
modules.items.settings.desc	Program de lucru, temă, echipă, securitate, sesiuni
modules.items.data.title	Date
modules.items.data.desc	Export CSV, ștergere la cerere
modules.integrations	Integrări
modules.integrationsNote	conectate din setările studioului
pricing.label	prețuri
pricing.title	Planul dvs. depinde de\\ndimensiunea echipei
pricing.lead	15 € pentru două persoane, +5 € pentru fiecare loc următor, nelimitat — 120 €. Toate cele 16 module și Velora AI sunt incluse la fiecare nivel: plătiți pentru mărimea echipei, nu pentru deblocarea butoanelor. Trei modele de plată la alegere și până la 40% reducere la plata în avans.
pricing.team	echipă
pricing.seats_one	persoană
pricing.seats_few	persoane
pricing.seats_other	de persoane
pricing.unlimited	nelimitat
pricing.scaleMin	2 locuri
pricing.scaleMax	∞ nelimitat
pricing.sliderAria	Câte persoane lucrează în studioul dvs.
pricing.hint	**15 €** pentru două persoane, **+5 €** pentru fiecare loc în plus. Nelimitat — **120 €** pe lună.
pricing.period	perioada de plată
pricing.months	{{count}} luni
pricing.noDiscount	—
pricing.yourPrice	prețul dvs.
pricing.perMonth	/ lună
pricing.amount	{{value}} €
pricing.amountPerMonth	{{value}} € / lună
pricing.rows.seats	Echipă
pricing.rows.perSeat	Per persoană
pricing.rows.ai	Solicitări Velora AI
pricing.rows.aiPerMonth	{{value}} / lună
pricing.rows.modules	Module
pricing.rows.modulesAll	toate 16
pricing.rows.total	De plată pentru {{count}} luni
pricing.rows.saved	Economisiți
pricing.cta	Încercați 30 de zile
pricing.note	Fără card · anulați cu un clic
pricing.models.0.title	Abonament
pricing.models.0.price	de la 15 € / lună
pricing.models.0.desc	O sumă fixă. Cunoașteți costul dinainte — fără surprize la sfârșitul lunii.
pricing.models.1.title	3% din venituri
pricing.models.1.price	minimum 15 € / lună
pricing.models.1.desc	Plătiți în funcție de cifră de afaceri. Într-o lună liniștită, completați doar diferența până la suma minimă.
pricing.models.2.title	Combinat
pricing.models.2.price	½ fix + 1,5%
pricing.models.2.desc	Jumătate din abonament plus un procent mic — un echilibru între cele două modele.
pricing.footnote	Perioada de probă nu necesită card. Modelul de plată și numărul de locuri pot fi schimbate oricând în aplicație. Prețurile nu includ TVA: taxa este calculată la plată pentru țara dvs.
faq.label	întrebări
faq.title	Asta întreabă de obicei oamenii
faq.items.0.q	Ce include perioada de probă?
faq.items.0.a	Acces complet la toate modulele timp de 30 de zile. Nu este necesar un card — dacă nu vi se potrivește, pur și simplu nu reînnoiți.
faq.items.1.q	Vor vedea clienții mei reclame pentru alte studiouri?
faq.items.1.a	Nu. Clienții programează prin widgetul de pe site-ul dvs., Telegram, WhatsApp sau Instagram — și printr-o aplicație client în culoarea dvs. și cu logo-ul dvs. Nu există un catalog comun cu alte studiouri.
faq.items.2.q	Cine din echipa mea vede ce?
faq.items.2.a	Trei roluri. Proprietarul vede totul. Administratorul vede programul, clienții și prezentarea generală. Antrenorul vede doar propriile cursuri și clienți. Restricția funcționează în interfață și pe server: nu există cale către datele altora.
faq.items.3.q	Pot gestiona mai multe studiouri sau locații?
faq.items.3.a	Da, și nu depinde de plan. Un cont poate aparține mai multor studiouri și se poate schimba între ele, iar în studio configurați locațiile și sălile.
faq.items.4.q	Există temă întunecată și alte limbi?
faq.items.4.a	Da. Interfața comută între tema luminoasă și cea întunecată și acceptă 22 de limbi, inclusiv engleză, rusă, ucraineană, cehă și germană. Fusul orar, moneda și limba se aleg la configurarea inițială.
faq.items.5.q	Ce se întâmplă cu datele mele dacă aleg să plec?
faq.items.5.a	Datele sunt ale dvs. Setările oferă export CSV pentru clienți, program, finanțe și abonamente, iar ștergerea se face la cererea dvs.
faq.notFoundTitle	Nu ați găsit răspunsul?
faq.notFoundLead	Scrieți-ne — răspundem personal, fără boți și fără coadă.
faq.copied	Copiat
about.label	despre noi
about.title	Velora este construită de oameni\\ncare au condus chiar ei studiouri
about.lead	Nu construim un „CRM pentru toți”. Construim un instrument pentru o muncă anume — program, clienți, bani, comunicare — și răspundem singuri la întrebări în loc să trimitem răspunsuri gata făcute.
about.p1	Clienții unui studio rămân clienții acelui studio. Velora nu construiește un catalog comun, nu le arată clienților dvs. reclamele altora și nu ia un procent când o persoană revine la dvs.
about.p2	În prezent produsul este creat pentru studiouri de yoga și pilates — pentru modul în care funcționează cu adevărat programele, abonamentele și antrenorii lor. Alte domenii vor urma cu aceeași grijă.
cta.eyebrow	Începeți astăzi
cta.titleTop	Sunteți gata să faceți
cta.titleAccent	următorul pas?
cta.lead	30 de zile gratuite. Fără card. Fără angajament. Încercați — veți simți diferența.
cta.register	Înregistrați-vă gratuit
cta.whatsapp	Scrieți-ne pe WhatsApp
footer.tagline	CRM premium pentru studiouri de yoga și pilates. Programări, clienți, bani și AI într-un singur loc.
footer.columns.product.title	Produs
footer.columns.product.features	Funcții
footer.columns.product.modules	Module
footer.columns.product.booking	Programări online
footer.columns.product.ai	Velora AI
footer.columns.product.pricing	Prețuri
footer.columns.company.title	Companie
footer.columns.company.difference	Diferența noastră
footer.columns.company.about	Despre noi
footer.columns.company.faq	Întrebări și răspunsuri
footer.columns.company.support	Asistență
footer.columns.docs.title	Documente
footer.columns.docs.terms	Termeni de utilizare
footer.columns.docs.privacy	Politica de confidențialitate
footer.columns.docs.cookies	Politica de cookie-uri
footer.columns.docs.dpa	Prelucrarea datelor
footer.columns.docs.cookieSettings	Setări cookie-uri
footer.columns.docs.support	Asistență
footer.copyright	© 2026 Velora. Toate drepturile rezervate.
screens.journal	Program zilnic
screens.booking	Programare online
screens.finance	Plata unei vizite
screens.notify	Eveniment × canal
screens.ai	Velora AI
art.journal	Program
art.journalToday	Astăzi — 12 cursuri
art.weekdays.0	L
art.weekdays.1	M
art.weekdays.2	M
art.weekdays.3	J
art.weekdays.4	V
art.weekdays.5	S
art.weekdays.6	D
art.finance	Finanțe
art.financeValue	1,8 mii €
art.financeLabel	venituri luna aceasta
art.clients	Clienți
art.clientsLabel	clienți, +12 săptămâna aceasta
art.questions_one	{{count}} întrebare
art.questions_few	{{count}} întrebări
art.questions_other	{{count}} de întrebări
art.open	deschide
